measure	title
H.R. 944	Training and Research in Urology Act of 2005
H.R. 945	New Partnership for Haiti Act of 2005
H.R. 946	To establish the Independent Commission on the 2004 Coup d'Etat in the Republic of Haiti.
H.R. 947	Child Protection and Home Safety Act of 2005
H.R. 948	To amend title 10, United States Code, to provide that members of the National Guard who served in the counties declared Federal disasters areas in response to the September 11, 2001, terrorist attacks on the United States, and who served under State duty so that they could immediately assist in the response to the terrorist attacks should have that service counted as Federal active duty for purposes of military retirement credit.
H.R. 949	Women's Health Office Act of 2005
H.R. 950	Prevention of Trafficking of Tsunami Orphans Act of 2005
H.R. 951	Video Description Restoration Act of 2005
H.R. 952	Torture Outsourcing Prevention Act
H.R. 953	Social Investment and Economic Development Fund for the Americas Act of 2005
H.R. 954	Rural Transportation Act
H.R. 955	National Greenhouse Gas Emissions Inventory Act of 2005
H.R. 956	Freedom's Way National Heritage Area Act
H.R. 957	To clarify the authorities for the use of certain National Park Service properties within Golden Gate National Recreation Area and San Francisco Maritime National Historical Park, and for other purposes.
H.R. 958	Citizen Involvement in Campaigns Act of 2005
H.R. 959	Transit System Flexibility Protection Act of 2005
H.R. 960	Federal Law Enforcement Pension Adjustment Equity Act of 2005
H.R. 961	Social Security Fairness Act of 2005
H.R. 962	To amend title 10, United States Code, to allow faculty members at Department of Defense service academies and schools of professional military education to secure copyrights for certain scholarly works that they produce as part of their official duties in order to submit such works for publication, and for other purposes.
H.R. 963	Children's Compassionate Care Act of 2005
H.R. 964	To amend title XVIII of the Social Security Act to recognize the services of respiratory therapists under the plan of care for home health services.
H.R. 965	To hold accountable Members of Congress who advocate on behalf of a foreign person or commercial entity for the purpose of influencing or seeking a change in a law or regulation of the United States that would ease any restriction on a state sponsor of terrorism, and for other purposes.
H.R. 966	To require the Nuclear Regulatory Commission to consider certain criteria in relicensing nuclear facilities, and to provide for an independent assessment of the Oyster Creek Nuclear Generating Station by the National Academy of Sciences prior to any relicensing of that facility.
H.R. 967	To provide that normal trade relations treatment may not be extended to the products of any country the government of which engages in certain violations of human rights.
H.R. 968	To amend title 10, United States Code, to change the effective date for paid-up coverage under the military Survivor Benefit Plan from October 1, 2008, to October 1, 2005.
H.R. 969	Taxpayer Abuse Prevention Act
H.R. 970	Gang Prevention and Effective Deterrence Act of 2005
H.R. 972	Trafficking Victims Protection Reauthorization Act of 2005
H.R. 973	Program Reform Commission Act
H.R. 974	Corporate Subsidy Reform Commission Act
H.R. 976	Long-Term Care Act of 2005
H.R. 977	To amend the Occupational Safety and Health Act of 1970 with respect to enforcement provisions.
H.R. 978	To amend the Occupational Safety and Health Act of 1970 with respect to enforcement provisions.
H.R. 979	To amend the Occupational Safety and Health Act of 1970 with respect to enforcement provisions.
H.R. 980	To amend the Occupational Safety and Health Act of 1970 with respect to enforcement provisions.
H.R. 981	To amend the Occupational Safety and Health Act of 1970 with respect to enforcement provisions.
H.R. 982	Expedited Rescissions Act of 2005
H.R. 983	To amend title VI of the Public Utility Regulatory Policies Act of 1978 to establish a Federal renewable energy portfolio standard for certain retail electric utilities, and for other purposes.
H.R. 984	To designate the United States courthouse at South Federal Place in Santa Fe, New Mexico, as the "Santiago E. Campos United States Courthouse".
H.R. 985	Bipartisan Commission on Medicaid Act of 2005
H.R. 986	Teacher Tax Credit Act of 2005
H.R. 987	Annie Fox Act
H.R. 988	National Park Anniversaries-Great American Spaces Commemorative Coin Act
H.R. 989	For the relief of Ashley Ross Fuller.
H.R. 990	To provide for the transfer of the decommissioned destroyer ex-U.S.S. Forrest Sherman (DD-931) to the USS Forrest Sherman DD-931 Foundation, Inc., a nonprofit organization under the laws of the State of Maryland.
H.R. 991	For the relief of Michael Dvorkin.
H.R. 992	For the relief of Zdenko Lisak.
H.R. 993	For the relief of Van Lien Tran, Xuan Mai T. Che, Lien Mai Binh Tran, Kim Hoan Thi Nguyen, and Nam V. Nguyen.
H.R. 1034	For the relief of Jose Manuel Guzman-Morales.
H.R. 1047	Pentagon 9/11 Memorial Commemorative Coin Act of 2005
H.R. 1050	Living Wage, Jobs For All Act
H.R. 1057	True American Heroes Act of 2005
H.R. 1067	For the relief of John Castellano.
H.R. 1107	Full Funding for IDEA Now Act of 2005
H.R. 1115	To amend the Harmonized Tariff Schedule of the United States to clarify the tariff rate for certain mechanics' gloves.
H.R. 1142	Child Modeling Exploitation Prevention Act
H.R. 1144	Medicare Dual Eligible Prescription Drug Coverage Act of 2005
H.R. 1154	To provide for the retention of the name of the geologic formation known as "Devils Tower" at the Devils Tower National Monument in the State of Wyoming.
H.R. 1166	Long Term Care Quality Improvement Act of 2005
H.R. 1173	State and Local Predatory Towing Enforcement Act
H.R. 1204	Rockies Prosperity Act
H.R. 1209	To designate the facility of the United States Postal Service located at 1915 Fulton Street in Brooklyn, New York, as the "Congresswoman Shirley A. Chisholm Post Office Building".
H.R. 1268	Emergency Supplemental Appropriations Act for Defense, the Global War on Terror, and Tsunami Relief, 2005
H.R. 1293	Access and Equity in Higher Education Act
H.R. 1295	Responsible Lending Act
H.R. 1298	Kidney Care Quality and Improvement Act of 2005
H.R. 1317	Federal Employee Protection of Disclosures Act
H.R. 1336	To amend the Harmonized Tariff Schedule of the United States to clarify the classification of laser light sources for semiconductor manufacturing.
H.R. 1349	Regional Economic and Infrastructure Development Act of 2005
H.R. 1369	To prevent certain discriminatory taxation of natural gas pipeline property.
H.R. 1376	Family Smoking Prevention and Tobacco Control Act
H.R. 1442	To complete the codification of title 46, United States Code, "Shipping", as positive law.
H.R. 1539	To amend the Public Health Service Act with respect to the responsibilities of a pharmacy when a pharmacist employed by the pharmacy refuses to fill a valid prescription for a drug on the basis of religious beliefs or moral convictions, and for other purposes.
H.R. 1608	Fuels Security Act of 2005
H.R. 1679	To make supplemental appropriations for fiscal year 2005 to ensure the inclusion of commonly used pesticides in State source water assessment programs, and for other purposes.
H.R. 1681	Quality Education for All Act
H.R. 1684	Internet Tax Nondiscrimination Act of 2005
H.R. 1685	Internet Consumer Protection Act of 2005
H.R. 1706	To direct the Secretary of Energy to conduct a program in partnership with the private sector to accelerate efforts of domestic automobile manufacturers to manufacture commercially available competitive hybrid vehicle technologies in the United States.
H.R. 1744	Common Sense Automobile Efficiency Act of 2005
H.R. 1815	National Defense Authorization Act for Fiscal Year 2006
H.R. 1834	Efficient Energy Through Certified Technology and Electricity Reliability (EFFECTER) Act of 2005
H.R. 1843	To suspend temporarily the duty on MCPA.
H.R. 1844	To suspend temporarily the duty on Bronate Advanced.
H.R. 1845	To suspend temporarily the duty on Bromoxynil Octanoate Tech.
H.R. 1846	To suspend temporarily the duty on Bromoxynil MEO.
H.R. 1847	To redesignate the National Scientific Balloon Facility in Palestine, Texas, as the "Columbia Scientific Balloon Center".
H.R. 1848	To suspend temporarily the duty on certain bitumen-coated polyethylene sleeves specifically designed to protect in-ground wood posts.
H.R. 1850	Cigarette Fire Safety Act of 2005
H.R. 1851	To suspend temporarily the duty on nylon woolpacks used to package wool.
H.R. 1852	To direct the Secretary of the Interior to extend certain water contracts in Idaho, and for other purposes.
H.R. 1853	To ensure that the total amount of funds awarded to a State under part A of title I of the Elementary and Secondary Education Act of 1965 for each of fiscal years 2005 and 2006 is not less than the total amount of funds awarded to the State under such part for fiscal year 2003.
